id,score,review
3001,Negative,mukavvası ince yapıştırılması sağlam değil açılma olmuş.
3002,Negative,Kargo çok hızlıydı fakat beklediğim ürün kalitesinde gelmedi. Kumaş pamuklu yumuşak değil aksine biraz sert bir kumaşı var ona göre alırsınız
3003,Positive,Saçları yumuşacık yapıyor
3004,Negative,Kumaşı çok basit. Bir yıkamada rengi atacak gibi. Oldukça da geniş bir ürün 34 almama rağmen.
3005,Negative,Hiç bir etkisi olmayan gereksiz bir ürün
3006,Negative,çok kötü işe yaramiuor yuzu yara icinde birakti
3007,Positive,Harika bir ürün düşünmeden alın cildi çok güzel arındırıyor.
3008,Neutral,fiyatına göre oldukça iyi bir eyeliner
3009,Positive,"1 senedir severek kullanıyorum, indirime girdikçe alıyorum"
3010,Positive,Gerçekten çok güzel bir ürün
3011,Negative,İlk aldığımda gayet iyi çalışıyordu fakat bir süre sonra kendi kendine çalışmaya başladı ve bozuldu
3012,Negative,İkinci kullanışım  beklentime göre çokta iyi değil yüzümdeki hissiyatını beğenmedim hayal kırıklığı oldu üzgünüm🥺
3013,Neutral,Çok güzel renk göründüğü gibi altına baz sürün
3014,Neutral,Fırcalar küçük ama güzeler
3015,Neutral,Paketten yalnızca cilt temizleyici çıktı. Fotoğraftaki gibi iki temizleyici yok.
3016,Positive,Dört dörtlük bir ürün bu markanın bütün ürünleri güzel bu da beni şaşırtmadı
3017,Negative,çok aşırı koyu kıvamlı mat bıtıslı kalıcılıgı pek yok yızde kurumus hıssi var yorumlara gore aldım ama memnjn kalmadım hiç sadece bulasmıyo tek iyi yonu bu bence bu paraya cxoook daha güzel bb ler var
3018,Positive,gayet guz3l bir ürün almaya deger
3019,Negative,Özensiz paketleme ve daha ucuz olan nane yaülarına göre kokısu az ve etkili değil. Hiç memnun kalmadım
3020,Positive,Kalıcı hoş bir kokusu var kesinlikle tavsiye ediyorum
3021,Negative,Çok ince ve diz yapan bir pantolon tavsiye etmem
3022,Negative,sivilce yaptı.. gerçekten rezil bir ürün
3023,Neutral,Rengi dilediğim gibi gelmedi
3024,Positive,"kokusu çok güzel saçlarım yumuşacık oldu,ilk kullanımda bile etkili.."
3025,Positive,Temizlemesi çok iyi. Boyalı saçlar için kremi yeterli yumuşaklık sağlamayabilir. Daha yeni başladığım için bakımı hakkında fazla birşey diyemeyeceğim. Deneyip göreceğiz :)
3026,Neutral,Sivilce izlerini geçirme konusunda çok bir faydasını görmedim ama daha sadece 1 tüp bitirdim belki daha fazla kullanmak gerekiyordur. Fakat krem olarak güzel. Bir daha alır miyim belki olabilir
3027,Neutral,Güzel bir ürün fakat biraz yapış yapış hissini veriyor :/
3028,Negative,Emiş gücü ve pil ömrü berbat! Çok kısa sürede pili bitiyor ve ona rağmen almıyor. Belki banyodan sonra ya da buhar maskesinden sonra kullanımda daha iyidir ama yinede değmez.
3029,Positive,Henüz kullanmadım arkadaşımın tavsiyesi üzerine aldım
3030,Negative,iceriginde 2.sirada alkol denat var cilde zarar verir.icerik bakimndan zayif gulsuyu kullanin daha iyi
3031,Neutral,"Saçlarım ince telli hassaslar, ürün saçlarıma pek iyi gelmedi başta dururlarken yumuşacık ama birkaç saat sonra saçlarım sertleşiyor ve kokusu pek güzel olmayan bir hâl alıyor  ayrıca içeriği doğal değil"
3032,Neutral,Beyazlık oluyo ama doğal içerik olduğu için vücuduma kullanıyrm
3033,Neutral,Rengi resimdekinden daha kızıl ve açık. Ama kötü değil
3034,Negative,Kızarıklık giderici bir ürün asla değil önermiyorum hiç memnun kalmadım
3035,Negative,O kadar küçük ki  serçe parmağınızın yarısı kadar  o paraya biraz daha ekler büyüğünü almak daha mantıklı
3036,Neutral,Kısa zamanda kuruyor malesef
3037,Neutral,hassas ciltliyseniz dikkat etmenizi öneririm benim cildimi çok tahriş etti malesef
3038,Positive,İndirimden aldım şahane kokusu var
3039,Neutral,Çok beğenemedim
3040,Neutral,açması gayet iyi ama  uzun süreli kullanımda saçtan aktı kötü bir renk aldı keşke kullanmasaydım dedim
3041,Neutral,güzel ama fiyatına göre pek de bır fark göremedim diğer ürünlere kıyasla
3042,Neutral,İndirimdeyken almıştım aşırı bir albenisi yok ama yoklukta gider.
3043,Neutral,Kapatıcı ben beğendim
3044,Neutral,Arkadaslar ben yaklasık 3 haftadır kullanıyorum saçları yumusattıgı dogru kokusu da hoş ama dökülmesini durdurdu diyemicem malesef
3045,Neutral,"Ruj güzel  ama maalesef en fazla 3 saat kadar kalıcılık  sağlıyor, katiyen rujun dudağınızda iyice kurumasını beklemeden  birşey yiyip içmeyin. kuruduktan 2 saat sonrada ruj çıkmaya başlıyor  bu üzücü yinede ürün kaliteli olduğu için 3 puan veriyorum."
3046,Negative,Beğenmedim
3047,Positive,az kullandım dahalık ama etkısını gostermeye basladı ve yaglı bırakıo dıyenler ıcın ıslatmadan once sampuan sürün durulayın o zaman yaglı kalmaz
3048,Neutral,Güzel ama daha uygun fiyata aynı kaliteyi bulmak mümkün
3049,Negative,toz gibi yapısı
3050,Positive,"Foreo ya o kadar para vermeyi değmez, kesinlikle çok başarılı !"
3051,Positive,Ürün orjinal sıkıntı yok. Tavsiye ederim. Sakal ve saç bakım için süper
3052,Neutral,çok beğenmedimm
3053,Negative,Hiçbir işe yaramadı
3054,Positive,Gayet güzel bir ürün beklediğim gibi kullanışlı
3055,Negative,ürün aşırı ince tuvalet kağıdından farkı yok ince ve pamuklu yapıştırdığiniz yerden yırtılarak kalkıyor kesinlikle tavsiye etmiyorum
3056,Negative,ürün hiçbir işe yaramıyor verdiğin paraya değmez kokusu falan yok gereksiz bir ürün
3057,Neutral,kalıcılık çok az bence ama kokusu çok güzel bu fiyata iyidir tam bir yaz bahar kokusu tazelenerek kullanılabilir.
3058,Negative,Göğüs büyüklüğününe göre bedeninizi seçmelisiniz
3059,Neutral,Ürün güzel 💐
3060,Neutral,ruj fotoda görünen renk değil daha açık kremsi bir yapısı var mat değil.teşekkürler trendyol😊
3061,Negative,çok kötü. yorumlara bakıp aldım tespitime göre alanların %90ı kör.
3062,Negative,rengi fotoğraftaki gibi değil dudakta çok silik duruyor ve sanki metalik gibi ben beğenmedim
3063,Neutral,koku güzel ama kalıcı değil
3064,Positive,çok beğendim gerçekten düzenli kullanımda tırnakları besliyor ve sertleştiriyor
3065,Positive,Harika bir ürün tek kötü tarafı bulasik deterjanı gbi kokmasi
3066,Negative,"Çok ince resmen iç gösteriyor, gereksiz"
3067,Neutral,"Fena değil, kullanılabilir"
3068,Positive,üç kez kullandım henüz pek fark göremiyorum bu tür ürünler beslende bol su tüketmek ve sporla birlikte düzenli kullanımda işe yarayacaktır iki kutu bitirdikten sonra yorumu guncelleyecegim
3069,Negative,iyi gibi gibi
3070,Neutral,biraz ağır olmasinin dışında fena sayilmaz
3071,Negative,Beğenmedim kabı çok büyük
3072,Negative,"Asla simli değil, hafif metalik, görseldeki simler malesef yok."
3073,Neutral,"Büyük taş kullanırken düştü demirleri biraz sıktım düzelttim, küçük kısım dönmüyor bile."
3074,Positive,Harika nemlendiriyor. beyaz beyaz kalmıyor. Kusma yapmıyor. Yağlandırmıyor bu 3. Şişem. bir kaç damlası yeterli oluyor tüm la roche ürünleri gibi bence minik olmasına rağmen çok bereketli. Karma bir cilt yapım var SOLANTE PİGMENTA kullanmıştım yüzümü full sivilce basmıştı daha sonra SOLANTE ACNES kullandım o da hüsrandı ne bir sivilce ne başka bir şey tek kelimeyle MÜKEMMEL /
3075,Positive,"Karma olan cildime çok iyi geldi bu ürün. Cildi tamamen temizliyor fakat kurutmuyor. Şu ana kadar 3 şişe kullandım, bundan sonra da kullanmaya devam etmeyi düşünüyorum."
3076,Positive,Daha önce de kullandım güzel bir nemlendirici.sivilce falan yapmadi bende cildim yağlı olduğu halde.normalde pahalı indirimdeyken kacirmayin derim
3077,Positive,Hem uygun fiyatlı hem de muhteşem temizlik kokan bir koku!
3078,Neutral,İşe yarıyor gibi
3079,Negative,Ürün fiyatı uygun ama bırak çamaşır suyu lekesini boyamayı koyu lacivert kumaşın rengini koyultmadı bile işe yaramadı beğenmedim...
3080,Positive,Kokusu ve yapısı çok güzel
3081,Neutral,Nemlendirme açısından başarılı. Daha 2 3 defa kullandım küçük küçük sivilcelendirme yaptı.
3082,Neutral,yorumlarabbakarak almıştım kivirdim kuru saçlarıma bir etkisini görmedim. sac derisine değince kaşıntı yapıyor çok.olsada olur olmasa da
3083,Neutral,İyi gibi ama ben pahallıya almışım
3084,Negative,tavsiye etmiyorum
3085,Negative,fazla kaliteli değil tavsiye etmem
3086,Neutral,Her gün sürdüğüm en sevdiğim bb kremim oldu. Tavsiye ediyorum alınn
3087,Positive,Bu fiyata çok iyi ürün.
3088,Neutral,Ürün orta dereceli aşırı güzel değil
3089,Positive,"70 ML olduğunu fark etmeden almışım, kocaman bir şişe harika nemlendiricim geldi. Nemlendirmesine ve sonraki hissiyatına bayıldım. Yapış yapış kalmıyor yüzü ferahlatıyor. Kokusu da ferah, taze. Sivilce de yapmazsa severek kullanırım."
3090,Positive,Günlük fresh ama kalıcı değil tazelendiğinde sorun olmuyor
3091,Neutral,Güzel bir ürün severek kullanıyorum
3092,Positive,Çok beğendim kullandığım en iyi rimellerden biri
3093,Positive,Ürün çok güzel ben çok beğendim saçları yumuşacık yapıyor. Özellikle kokusu çok güzel ve bayağı bereketli bir ürün.
3094,Neutral,"İndirimden almıştım ama resimdeki kadar iyi değil,bazı fırçaları özellikle çok sert ve dökülmek üzereydi ama yumuşak uygun fiyatta alınabilecek bir ürün"
3095,Neutral,harika 1 kokusu var
3096,Positive,çok güzel bir ürün hakkıni veriyor teşekkürler herkese
3097,Negative,hiç iyi değil L beden aldım ama s gibi küçük
3098,Positive,kesinlikle tavsiye ederim boyutu da gayet iyi çok beğendim.
3099,Negative,Çok gereksiz bir ürün.  Keratini saça  iyi gelmiyor. Ve bekleme sırasında ciltte ve gözlerde ciddi yanma yapıyor.
3100,Negative,Fazlasıyla küçük ve kapaksızdı
3101,Positive,sari boyali saclarda süper
3102,Neutral,idrimdeyken alinabilir sürumu kolay eyeliner
3103,Neutral,Makina kuaför salınlarındakinin hemen hemen aynısı ağda biraz kalitesiz geldi bana çünkü kuruyunca çekemiyorsun öyle kuruyor kırılıyor tırnaklarınla yapman gerekiyor ama sıcak sürüp sıpatuyla kaldırabiliyorsanız güzel koparıyor kılları
3104,Positive,Çok memnunum kesinlikle yüz tipinize uygunsa alın derim
3105,Negative,"Hediye paketinde geldi, yanında verdiğiniz hediyeniz de çok zarif. Ancak maalesef herkes hediyenin hatırına yüksek puan vermiş. Ürün kalitesi çok kötü, kapatıcılığı sıfır! Almayın"
3106,Negative,Çok kötü hiç esnemiyor hiç rahat bir tayt değil kesinlikle önermem
3107,Negative,ürün hiç işlevsel değil .hiçbir işe yaramadı ben memnun olmadım
3108,Positive,yumuşacık bir saça sahip oldum çok güzel
3109,Neutral,nivea kalitesi vazgeçilmezzzzz
3110,Neutral,bu ürünü eskiden çok kullanırdım..memnundum..o yüzden tekrar aldım fakat eskisi gibi güzel değil..😞 çok aşırı sıvı
3111,Negative,"Sipariş ettiğim ürün gelmedi , başka kalitesiz bir ürün gönderilmiş"
3112,Neutral,Olmasa da olurmuş
3113,Neutral,güzel nemlendiriyor
3114,Negative,Yorumlara bakarak aldım fakat gram bir işe yaramadı çok gereksiz bir ürün biberli yanıyo falan yazanlar var asla öyle bişey yapmadı boşuna almış oldum denemeden böyle gereksiz bir ürün olduğunu da bilemiceğim için mecbur denedim iade de edilmiyor maalesef boşuna param gitti almayın
3115,Negative,Askıları koptu ve çok kısa
3116,Neutral,Ciltteki fazla yağı çok güzel bir şekilde temizliyor şu an için memnunum sadece yüze sürüldüğünde gözlerde yakma yapıyor keskin bir kokusu var
3117,Negative,Orijinal sanmistim ama değilmis!!!
3118,Negative,Farklı bir boya yollanıldı ve tutmadı!!!
3119,Positive,Kokusu hoş ve güzel yorum yapmak için biraz erken güzel paketleme için teşekkürler
3120,Neutral,Çok beğendim tavsiyem
3121,Positive,tam anlamiyla harika bir ürün cantamdan ayirmiyorum.
3122,Positive,ürünu kullanmadim ama kargo çok hızlı geldi paketleme  çok iyidi umarim.üründende memnun kalirim
3123,Positive,"İndirimden aldım , efsaneee çok beğendm kesinlikle alın aldırın 👍🏻"
3124,Positive,Kolay emiliyor yağlı his yok parlama yok. Üreticiye sesleniyorum bu ürünü 200ml yapılsınnn..
3125,Positive,Yıllardır kullanıyorum. Sadece uzatmakla kalmıyor aynı zamanda hacim de veriyor. Kullandıktan sonra bebek saçlarınızın çıktığını göreceksiniz👍🏻👍🏻
3126,Positive,Üründen çok memnunum. Yüzümü diğer yüz temizleme jelleri gibi kurutmuyor ve sivilce vs sorunuda yaratmadı herkese tavsiye ederim
3127,Positive,ekonomik ve güzel teşekkürler
3128,Neutral,Kokusu güzel değil ve sisesi kullanissiz
3129,Neutral,Otacı markasının kalitesinden yana hiçbir sıkıntı yok fakat küçük sprey şeklindeki gül suyunun yarısı dökülmüştü. Para verip alıyoruz yarısı dökülüyor. Biraz daha özenli paketleseydiniz keşke..
3130,Negative,Çok açık ten renkli olmamama rağmen ürün koyu geldi. Yazın bile kullanamam
3131,Negative,Naylon bir kumaşı var ve kalın güzel değil iade edeceğim
3132,Negative,Beğenmedim kısa
3133,Neutral,72 saat nemlendirmiyor kesinlikle yarim gun  ancak belki .biraz hayal kirikligi
3134,Neutral,çok güzel ve kullanışlı ama 3-4 sefer kullanımdan sonra maalesef jelleri dağıldı
3135,Negative,Pek memnun kalmadım. Saçımı çok ağırlaştırdı. Dökülmeye falan da bir etkisi yok.
3136,Negative,"Ürün çok kalitesiz, gorselde göründüğü gibi asla durmuyor vücutta ayrica sutyen askisi göründüğü gibi ayarlamali değil."
3137,Neutral,İsteklerimi karşılar nitelikte
3138,Neutral,ürün renk vermiyor falat sabitliyor kaşları iş görür..
3139,Negative,Beğenmedim
3140,Neutral,Ürün çok güzel ama bende herhangi bir soyma falan yapmadı. Sadece cildime parlaklık veriyor o kadar lekelerimde bir azalma olmadı
3141,Neutral,idare eder..
3142,Positive,çok hoş kesinlikle tavsiye ederim 🌼
3143,Negative,Beğenmedim. Yorumlara bkarak bir beden büyük söyledim siz o hataya düşmeyin kendi bedeninizi sipariş verin
3144,Positive,Piyasaya göre çok uygun fiyatı iyi ki almışım
3145,Negative,Çok ince aşırı. Üstündeki baskı iki yıkamada çıkar. İdare eder iki ay kullan at.
3146,Positive,Hiç beklemediğim süper bir ürün ve yanında küçük hediye için teşekkür ederim trendyol 😇
3147,Negative,dikişleri kötü ve dar bacağınızı çok sıkıyor kesinlikle bir beden büyük alın yoksa iadede  edemiyorsunuz
3148,Positive,Çok çok mükemmel ama çok pahalı indirimdeyken almıştım ve çok çabuk bitiyor bu benim kullanılımla alakalı değil çünkü çok makyaj yapan biri değilim yapsam bile ürünleri az kullanırım ürün boyutu çok küçük bu fiyata biraz daha fazla ürün olmalı
3149,Negative,üst bölümü çok küçük hani paranı çöpe at daha iyi kendi bedenimi aldığım halde
3150,Neutral,çok severek aldığım bir üründü fakat 1 ay kullandıktan sonra bozuldu☹️
3151,Negative,Çok kötü kullanmadim
3152,Positive,Çok tatlı bir pembe rengi geldi. titreşimi çok güçlü istediğiniz gibi ayarlanabiliyor titreşimi artırıp azaltabiliyorsunuz. muadillerine o kadar para vermeye gerek yok. kesinlikle öneriyorum yumuşacık yapıyor ilk kullanımdan itibaren
3153,Positive,"Kullandığınız ilk 10 -15 dakika çok yakıyor , kesinlikle selülitleri yok etmekte etkili olduğunu düşünüyorum . Yanma hissine dayana bilirseniz kacırmayın"
3154,Positive,Göründüğü gibi iyi paketlenmiş
3155,Neutral,Ben etkisini göremedim
3156,Positive,La Roche kalitesi aşırı beğendim
3157,Negative,dekoltesi çok derin beğenmedim
3158,Neutral,Çok iyi değil ama kurtarıcı bir ürün
3159,Positive,alıp ve almamak arasında ikilemde kalsam da. almakla çok doğru bir karar verdiğini farkına aldım. ürün mükemmel ve saça güzel bakım yapıyor.
3160,Negative,saçı ve deriyi kuruttuğu için çok rahatsız edicii bir ürün sadece 1 kere kullandım bir daha da kullanmam
3161,Neutral,kokusunu biraz beğenmedim ama işlevi güzel
3162,Neutral,Fiyatına göre beklentimi karşılamadı..
3163,Neutral,güzel idare eder
3164,Negative,Asla almayın vücudum da yanıklar oldu !!!!!!
3165,Positive,Kokusu güzel ve rahatsız edici bir ıslaklık bırakmıyor
3166,Neutral,Kokusu güzel rahatsız etmiyor. Ancak gerçekten türünculuğu fazla bir BB krem. Ben açıktan orta tona olanı aldım . kapatıcılığı da söylenildiği kadar değil. Tek artısı kokusu ve gün sonunda cildinizde çok parlama yapmaması.
3167,Negative,Sivilce yaptı
3168,Neutral,Yüzüm yumuşacık oldu çok beğendim
3169,Negative,görselle alakasız ve kalitesiz.beğenmedim
3170,Neutral,Yorumlara göre aldım sonuçu görücez bakalım
3171,Negative,Rengini beğenmedim
3172,Neutral,Ürünü kullanalı neredeyse 2 hafta oluyor 1 kutu bitirmeden değerlendirmek çok mantıklı değil ancak şimdilik iyi nemlendirdiğini hissediyorum morluklarda bir etkisini göremedim daha sonra yorumu güncellerim.
3173,Positive,Aslında kafam katısıktı alıp almamamk konusunda yorumları bakıp sıpatıs vermıstım iyikıde ole yapmsıım çok memnunum cıdden temızlendıgını hıssedıyosunuz kullanınca 👍
